Year,Cluster,RA_Center(degree),Dec_Center(degree),radius(arcsecond)
1935,6,346.2730533333334,15.687600444444444,18000
1935,7,283.389297631579,-7.141660368421052,18000
1935,8,46.68777794999999,15.326163750000001,18000
1935,9,76.76998239130434,15.397237652173908,18000
1936,0,189.95179126315787,-31.668378105263155,18000
1936,1,140.78288681818182,-60.66680536363637,18000
1936,2,250.2626608,-44.6434376,18000
1936,3,161.1590779375,-58.853283312500004,18000
1936,4,216.08352486956525,-51.74090691304349,18000
1936,5,241.86174121052633,-60.69612063157895,18000
1936,6,273.77518044444446,-26.551282944444445,18000
1936,8,283.2219500714286,-7.297671678571427,18000
1936,7,314.06591299999997,-44.87618440000001,18000
1936,9,319.91753796875,-30.69329615625,18000
1936,10,282.6727865454545,-73.13509936363637,18000
1937,0,77.530073375,-68.08805787499999,18000
1937,1,86.86294008,-68.07398823999999,18000
1937,2,140.4109762272727,-60.8073555,18000
1937,3,161.18751357894737,-58.82563142105262,18000
1937,4,215.87645091304347,-51.793131869565215,18000
1937,5,193.13509095714284,-62.272107042857144,18000
1937,6,257.0688392380952,15.185519428571432,18000
1937,7,241.89562370588234,-60.463369058823524,18000
1937,8,287.14295025,15.664531900000004,18000
1937,9,283.3723564285715,-7.195205285714285,18000
1937,10,276.72548043750004,-55.0366684375,18000
1937,11,345.67502617647057,16.25225711764706,18000
1938,0,161.08252746666668,-58.91202113333332,18000
1938,1,191.5250123333333,-62.3521,18000
1938,2,283.54579288888885,-6.165303166666667,18000
1938,3,308.9886596666666,-13.3203352,18000
1938,4,84.0122306818182,-69.14296818181819,18000
1939,0,196.56315116666667,-61.02064161111111,18000
1939,1,276.640711,-29.016941050000003,18000
1939,2,81.37750740909092,-68.79129177272726,18000
1939,3,177.90352073333332,-54.25418606666666,18000
1939,4,12.97585789473684,-72.65486026315789,18000
