Plate ID, Date, Author, Notebook
a17593, 1935-06-02T20:15:21.6Z, None, None
a08308, 1907-05-24T02:57:07.2Z, None, None
a10661, 1913-05-08T06:37:26.4Z, None, None
a09332, None, None, None
a14769, 1930-06-17T17:12:28.8Z, None, None
a00396, 1894-03-17T08:47:02.4Z, None, None
a12064, 1922-07-03T05:13:55.2Z, ['Ida E. Woods', 'Dorrit Hoffleit'], ['phaedra1223', 'phaedra1218', 'phaedra1203', 'phaedra2538', 'phaedra2541', 'phaedra2533', 'phaedra2532']
a09418, 1909-06-25T00:40:19.2Z, None, None
a01256, 1894-12-24T10:43:40.8Z, None, None
a06670, None, None, None
a15646, 1931-08-13T20:23:09.8Z, None, None
a00874, 1894-09-24T01:50:52.8Z, None, None
a01852, 1896-06-20T00:05:45.6Z, ['Sarah E. Breslin', 'Henrietta Swan Leavitt'], ['phaedra0709', 'phaedra0949']
a14894, 1930-08-22T18:20:09.6Z, None, None
a03141, 1898-06-30T00:36:00Z, None, None
a09185, 1909-04-28T01:29:16.8Z, None, None
a07235, 1905-03-29T05:11:02.4Z, ['Adelaide Ames'], ['phaedra2320']
a18219, 1936-01-23T19:36:28.8Z, None, None
a03555, 1899-05-31T04:14:52.8Z, ['Dorrit Hoffleit'], ['phaedra2641', 'phaedra2644']
a01177, None, None, None
a09228, None, None, None
a07714, 1906-06-10T03:43:12Z, None, None
a08530, 1907-10-16T04:17:45.6Z, None, None
a01681, 1895-09-14T04:52:19.2Z, None, None
a19729, 1937-09-01T00:07:12Z, None, None
a19588, 1937-07-17T00:05:45.6Z, None, None
a04974, None, None, None
a03078, None, ['Williamina Fleming', 'Sarah E. Breslin', 'Mary Applegate'], ['phaedra0817', 'phaedra0714', 'phaedra0712', 'phaedra0696']
a04141, 1899-11-12T08:24:00Z, None, None
a19131, 1937-03-02T00:28:48Z, None, None
a10077, 1910-05-17T09:01:26.4Z, None, None
a10822, 1913-11-20T06:41:45.6Z, None, None
a05319, 1901-06-07T08:11:02.4Z, None, None
a00827, 1894-08-22T03:15:50.4Z, None, None
a03606, None, ['Williamina Fleming', 'Sarah E. Breslin', 'Annie Jump Cannon'], ['phaedra0823', 'phaedra0899', 'phaedra0740']
a07624, 1906-03-24T01:17:45.6Z, None, None
a18497, None, None, None
a15180, 1931-02-17T00:00:00Z, None, None
a14738, 1930-05-27T02:15:21.6Z, None, None
a06554, 1903-09-10T07:06:14.4Z, None, None
a09875, 1909-10-22T00:38:52.8Z, None, None
a18740, 1936-08-07T02:42:43.2Z, None, None
a19761, 1937-09-14T01:55:12Z, None, None
a13645, 1926-05-02T01:07:40.8Z, ['Emily Hughes Boyce'], ['phaedra2622']
a13870, 1926-07-07T01:56:38.4Z, None, None
a12889, 1924-04-02T05:44:09.6Z, None, None
a01362, None, None, None
a05979, 1902-06-25T03:17:16.8Z, None, None
a12096, 1922-07-26T02:49:55.2Z, None, None
a19504, 1937-06-22T19:52:35.3Z, None, None
a02241, 1897-04-23T04:17:45.6Z, ['Ida E. Woods', 'Henrietta Swan Leavitt'], ['phaedra1203', 'phaedra0946']
a00953, 1894-10-02T07:07:40.8Z, None, None
a04472, 1900-06-22T01:32:09.6Z, None, None
a05889, 1902-05-18T02:58:33.6Z, None, None
a04486, None, None, None
a02301, None, None, None
a12034, 1922-06-16T01:55:12Z, None, None
a01536, None, None, None
a08246, 1907-04-19T04:14:52.8Z, None, None
a01919, 1896-07-19T00:07:12Z, None, None
a11529, 1916-08-08T02:27:07.6Z, None, None
a18028, 1935-10-09T02:43:11.8Z, None, None
a03984, 1899-09-28T04:43:40.8Z, None, None
a06220, 1902-10-25T04:23:31.2Z, ['Sarah E. Breslin'], ['phaedra0726']
a06257, 1902-12-06T05:55:40.8Z, ['Sarah E. Breslin'], ['phaedra0734']
a03646, 1899-06-23T04:27:50.4Z, ['Ida E. Woods'], ['phaedra1207', 'phaedra1210', 'phaedra1212']
a11716, None, ['Virginia McKibben Nail', 'Ida E. Woods', 'Emily Hughes Boyce'], ['phaedra2441', 'phaedra1184', 'phaedra2622']
a14740, 1930-05-27T03:53:16.8Z, None, None
a02171, 1896-11-14T04:45:07.2Z, None, None
a18258, 1936-02-11T09:20:17Z, None, None
a18266, 1936-02-14T00:31:54.2Z, None, None
a05445, 1901-07-12T04:04:48Z, ['Irma W. Caldwell', 'Frances Woodworth Wright'], ['phaedra2592']
a05379, 1901-06-20T07:29:16.8Z, None, None
a00740, None, None, None
a03285, 1898-09-04T04:26:24Z, None, None
a03549, 1899-05-23T04:43:40.8Z, None, None
a13158, 1925-01-18T04:50:52.8Z, None, None
a07888, None, None, None
a01466, 1895-05-24T02:12:28.8Z, None, None
a08010, 1906-08-18T07:17:45.6Z, None, None
a17613, 1935-06-07T03:44:38.4Z, None, None
a18929, 1936-09-21T20:05:16.8Z, None, None
a10392, 1911-04-30T08:29:45.6Z, ['Mary Applegate'], ['phaedra0697', 'phaedra0696']
a16580, 1933-09-08T18:43:12Z, ['Muriel E. Mussells Seyfert'], ['phaedra2416']
a00042, 1893-11-26T02:25:26.4Z, None, None
a15949, 1932-03-11T20:28:19.2Z, None, None
a03965, None, None, None
a16332, 1933-01-14T18:24:28.8Z, None, None
a05326, 1901-06-08T01:40:48Z, None, None
a18942, 1936-09-23T00:04:19.2Z, None, None
a00885, 1894-09-24T06:59:02.4Z, None, None
a12008, 1922-06-01T03:30:14.4Z, ['Madalen R. Dwyer', 'Cecilia Payne-Gaposchkin'], ['phaedra1130']
a18692, 1936-07-16T18:14:24Z, None, None
a15964, 1932-04-01T18:50:24Z, ['Muriel E. Mussells Seyfert'], ['phaedra2350']
a02135, 1896-10-17T02:38:24Z, None, None
a02172, 1896-11-14T07:23:31.2Z, ['Maude Ryder', 'Virginia McKibben Nail', 'Henrietta Swan Leavitt', 'Jenka Mohr'], ['phaedra2451', 'phaedra2458', 'phaedra2439', 'phaedra2448', 'phaedra0944', 'phaedra2524', 'phaedra2525']
a03236, 1898-08-20T00:51:50.4Z, None, None
a10510, 1911-10-13T00:36:00Z, ['Dorrit Hoffleit'], ['phaedra2644']
a05619, 1901-09-03T00:54:43.2Z, ['Sarah E. Breslin'], ['phaedra0729']
a00741, None, ['Annie Jump Cannon'], ['phaedra2239']
a03667, 1899-07-01T02:16:48Z, ['Henrietta Swan Leavitt'], ['phaedra2519', 'phaedra0946']
a04054, 1899-10-14T07:27:50.4Z, None, None
a02592, 1897-08-01T04:20:38.4Z, ['Sarah E. Breslin', 'Frances Woodworth Wright'], ['phaedra0723', 'phaedra2484']
a01798, 1896-05-30T00:14:24Z, ['Dorrit Hoffleit'], ['phaedra2641', 'phaedra2644']
a08869, 1908-06-19T02:55:40.8Z, None, None
a13558, 1925-09-25T07:12:00Z, ['Virginia McKibben Nail', 'Cecilia Payne-Gaposchkin', 'Dorrit Hoffleit', 'Frances Woodworth Wright', 'Jenka Mohr', 'Maude Ryder'], ['phaedra2439', 'phaedra2455', 'phaedra2448', 'phaedra2536', 'phaedra2451']
a15033, 1930-11-22T19:35:02.4Z, ['Adelaide Ames'], ['phaedra2320']
a19161, 1937-03-09T02:42:43.2Z, None, None
a16661, 1933-10-29T19:26:24Z, None, None
a03329, 1898-10-12T04:01:55.2Z, ['Boris Petrovich Gerasimovich'], ['phaedra0908']
a18907, 1936-09-17T01:16:19.2Z, None, None
a00588, 1894-05-02T04:50:52.8Z, ['Lorie Jones', 'Joan Sears', 'Florence Vincent', 'Elizabeth Dippel', 'Dorrit Hoffleit', 'Barbara Lynn Welther', 'Andrea Kundsin'], ['phaedra2540', 'phaedra2533']
a11874, None, None, None
a06332, 1903-04-16T04:09:07.2Z, None, None
a16851, 1934-05-01T20:09:08.5Z, None, None
a10375, 1911-04-24T03:44:38.4Z, ['Frances Woodworth Wright'], ['phaedra2482']
a07539, 1905-12-06T02:47:02.4Z, None, None
a12067, 1922-07-04T02:03:50.4Z, None, None
a16647, 1933-10-20T19:07:40.8Z, None, None
a15656, 1931-08-14T19:56:38.4Z, ['Dorrit Hoffleit'], ['phaedra2533']
