Plate ID, Date, RA_CTR, DEC_CTR, Dec_delta_x,Dec_delta_y, RA_delta_x, RA_delta_y, crpix1,crpix2, naxis1, naxis2 
a14096, 1926-10-16T08:29:45.6Z, 116.058749, -26.312405, -0.000181963, -3.82092e-06, -3.82282e-06, 0.000181936,17862.2173,15615.0985, 35268, 31627
a14097, 1926-10-16T09:15:50.4Z, 159.593015, 14.89575, -0.000181986, 1.26687e-06, 1.15242e-06, 0.000182076,7132.7868,10692.7422, 22041, 17371
a14098, 1926-10-23T00:12:57.6Z, 159.358537, 13.9687, -0.000182682, 5.61344e-07, 6.08968e-07, 0.00018212,9326.4436,5626.4247, 22041, 17371
a14099, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14100, 1926-10-24T01:14:52.8Z, 160.527318, 11.425973, -0.0001809, -1.03196e-06, -7.74979e-07, 0.000182283,2.1239,14973.8114, 22041, 17410
a14101, 1926-10-26T01:48:00Z, 157.401648, 9.662258, -0.000181147, 4.61389e-06, -2.94073e-06, 0.00018166,14735.8623,8228.2389, 22041, 17371
a14102, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14103, 1926-10-28T01:52:19.2Z, 331.394891, -44.546072, -0.000181915, -1.78208e-06, -1.89636e-06, 0.000181882,18378.3268,15901.7832, 35268, 31627
a14104, 1926-11-02T00:25:55.2Z, 326.13126, -24.808846, -0.000181933, -1.81484e-06, -1.82304e-06, 0.000181913,17988.8126,15590.1349, 35268, 31627
a14105, 1926-11-02T02:03:50.4Z, 13.28898, -72.571288, -0.000181901, -1.0039e-06, -8.85279e-07, 0.000182035,16891.8753,16038.6429, 35268, 31627
a14106, 1926-11-02T02:31:12Z, 81.783409, -69.047812, -0.0001821, 1.29782e-06, 1.42282e-06, 0.000181971,18214.7987,15620.3086, 38243, 31327
a14107, 1926-11-05T02:58:33.6Z, 12.213432, -72.735396, -0.000181901, 4.06375e-06, 3.97856e-06, 0.000182002,19589.826,15695.7578, 35268, 31627
a14108, 1926-11-05T04:23:31.2Z, 81.445019, -69.099167, -0.000182135, 3.27446e-06, 3.23386e-06, 0.000181951,18859.3394,14600.4072, 38243, 31327
a14109, 1926-11-06T06:40:19.2Z, 98.937162, -62.810693, -0.000181984, 6.92636e-07, 7.31912e-07, 0.000181986,17904.8305,15286.3641, 35268, 31627
a14110, 1926-11-07T06:20:09.6Z, 98.07178, -62.499273, -0.000182001, -2.54578e-07, -2.09813e-07, 0.000181992,17621.5236,15564.4585, 35268, 31627
a14111, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14112, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14113, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14114, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14115, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14116, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14117, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14118, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14119, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14120, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14121, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14122, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14123, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14124, 1929-07-30T18:27:21.6Z, 213.800092, 19.387528, -0.000181941, -3.11732e-06, -2.97032e-06, 0.000181996,17675.8413,16706.2172, 35268, 31627
a14125, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14126, 1929-07-31T18:08:38.4Z, 213.830401, 19.31983, -0.000181949, -3.8297e-06, -3.69535e-06, 0.000181964,17849.341,16384.106, 35268, 31627
a14127, 1929-07-31T20:25:26.4Z, 233.1214, -90, -0.000144734, 0.000110433, 0.000110307, 0.00014479,19328.7131,15253.0573, 35268, 31627
a14128, 1929-07-31T21:46:04.8Z, 284.613529, -79.878931, -0.000181738, -9.70214e-06, -9.76464e-06, 0.000181783,17754.7013,15295.5748, 35268, 31627
a14129, 1929-08-07T17:29:45.6Z, 224.281509, -57.999255, -0.000181867, -4.91955e-06, -4.97877e-06, 0.000181859,17473.2843,14974.7227, 35268, 31627
a14130, 1929-08-07T19:06:14.4Z, 257.017646, -72.557881, -0.000181843, -6.56528e-06, -6.6166e-06, 0.000181869,17659.4529,15674.2048, 35268, 31627
a14131, 1929-08-07T21:41:45.6Z, 310.504898, 31.043603, -0.000181929, -4.20882e-06, -4.24128e-06, 0.000182056,17229.3158,16776.2695, 35268, 31627
a14132, 1929-08-08T17:57:07.2Z, 213.423157, 19.126016, -0.000182002, -4.47118e-06, -4.2774e-06, 0.000182004,18778.6501,16664.2142, 35268, 31627
a14133, 1929-08-08T20:06:43.2Z, 264.652161, -54.961115, -0.000181914, -4.1605e-06, -4.18438e-06, 0.000181902,17530.0051,15476.4182, 35268, 31627
a14134, 1929-08-08T21:24:28.8Z, 271.948396, -54.875883, -0.000181886, -5.51021e-06, -5.54022e-06, 0.000181866,17532.2225,15687.0303, 35268, 31627
a14135, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14136, 1929-08-08T23:49:55.2Z, 328.477796, -57.114677, -0.000181973, -2.87561e-06, -2.9363e-06, 0.000181965,17683.5784,15942.012, 35268, 31627
a14137, 1929-08-09T03:05:45.6Z, 26.504987, -56.699323, -0.000181974, -2.02938e-06, -2.04229e-06, 0.000181978,16956.703,15643.4066, 35268, 31627
a14138, 1929-08-09T17:48:28.8Z, 212.634353, 19.457624, -0.000181964, -4.6202e-06, -4.46181e-06, 0.000181985,17362.8716,16748.2519, 35268, 31627
a14139, 1929-08-09T19:45:07.2Z, 259.919947, -57.528016, -0.000181897, -4.63523e-06, -4.6566e-06, 0.000181887,17776.6983,15608.2679, 35268, 31627
a14140, 1929-08-09T21:23:02.4Z, 288.188957, -52.326473, -0.000181924, -3.59395e-06, -3.61126e-06, 0.000181914,17398.8472,15786.3353, 35268, 31627
a14141, 1929-08-09T23:55:40.8Z, 331.21414, -54.472973, -0.000181938, -4.19799e-06, -4.21469e-06, 0.000181936,16862.9304,15643.9788, 35268, 31627
a14142, 1929-08-10T01:26:24Z, 344.424879, -54.463399, -0.000181977, -2.69663e-06, -2.72074e-06, 0.000181968,17827.0753,15635.6603, 35268, 31627
a14143, 1929-08-10T02:54:14.4Z, 8.916212, -69.500496, -0.000181999, -2.37576e-07, -2.86087e-07, 0.000182011,18250.0401,15803.9268, 35268, 31627
a14144, 1929-08-10T17:15:21.6Z, 210.487122, -35.191181, -0.000181911, -3.82127e-06, -3.83144e-06, 0.000181887,17150.0803,16265.7511, 35268, 31627
a14145, 1929-08-10T18:38:52.8Z, 235.849261, -35.114469, -0.000181884, -4.63628e-06, -4.6501e-06, 0.000181864,17585.7638,15521.9383, 35268, 31627
a14146, 1929-08-10T20:24:00Z, 260.633777, -39.974473, -0.000181917, -3.12491e-06, -3.13995e-06, 0.000181893,18730.7746,15782.8315, 35268, 31627
a14147, 1929-08-10T22:49:26.4Z, 312.331734, -57.239612, -0.000181949, -3.13586e-06, -3.15997e-06, 0.000181945,17871.3243,15365.8555, 35268, 31627
