RA (deg),Dec (deg),radius,Object Name,Object Type,Flux
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180632.2783-334250.622,Star,14.0
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-308385,EclBin,18.974
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-308478,EclBin,18.809
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180634.3842-334239.755,Star,14.3
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-309355,EclBin,18.169
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180634.9940-334315.163,Star,15.2
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180630.7855-334354.521,Star,14.6
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-308972,EclBin,20.07
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-308153,EclBin,18.248
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180628.6894-334405.809,Star,14.1
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-307800,EclBin,18.337
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-309615,EclBin,17.374
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ELL-19904,EllipVar,17.339
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-309800,EclBin,19.718
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180637.6164-334243.341,Star,14.3
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-309827,EclBin,20.017
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-307596,EclBin,18.314
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-309409,EclBin,20.064
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-307552,EclBin,19.284
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-307383,EclBin,18.424
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-308350,EclBin,18.117
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-307213,EclBin,19.815
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180622.8328-334402.666,Star,15.0
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-307121,EclBin,18.407
271.6283789767442,-33.7141256744186,10800,OGLE BLG-DSCT-07396,delSctV*,18.602
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180626.8093-334456.569,Star,15.0
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-309213,EclBin,18.867
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180621.0428-334404.647,Star,13.1
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-306890,EclBin,19.065
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180622.9915-334440.486,Star,12.3
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-307611,EclBin,16.564
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180624.3458-334454.021,Star,14.7
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-307646,EclBin,19.865
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-308180,EclBin,18.165
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-307955,EclBin,20.082
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-307667,EclBin,19.776
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-307146,EclBin,19.538
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-310752,EclBin,19.441
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180642.2782-334443.522,Star,15.1
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-306804,EclBin,19.036
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180615.5933-334224.267,Star,15.1
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-307775,EclBin,19.303
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180619.0645-334501.651,Star,14.4
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180638.9585-334539.474,Star,14.5
271.6283789767442,-33.7141256744186,10800,TYC 7395-1895-1,Star,11.02
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180646.4710-334334.591,Star,14.1
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180615.2639-334349.610,Star,15.0
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-307826,EclBin,15.959
271.6283789767442,-33.7141256744186,10800,OGLE BLG-RRLYR-13366,RRLyrae,16.014
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180647.9597-334249.450,Star,14.7
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-306767,EclBin,17.69
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-307462,EclBin,18.19
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180641.2164-334555.290,Star,15.4
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-306428,EllipVar,18.356
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180612.2639-334321.289,Star,14.0
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180613.1581-334410.643,Star,14.7
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-310230,EclBin,18.197
271.6283789767442,-33.7141256744186,10800,OGLE BLG-LPV-258030,Mira,16.733
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180614.5139-334457.780,Star,13.8
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-311714,EclBin,20.734
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-308713,EclBin,17.965
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180637.2260-334647.334,Star,14.3
271.6283789767442,-33.7141256744186,10800,OGLE BLG-ECL-308840,EclBin,18.45
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180610.2016-334306.405,Star,14.1
271.6283789767442,-33.7141256744186,10800,[TGB2011] J180649.8265-334433.660,Star,14.0
