RA (deg),Dec (deg),radius,Object Name,Object Type
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 22003374,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42010114,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42013340,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    CSH     107,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,[WAM2017] V53,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-076886,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-080080,SB*
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J145851-322841,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7319-354-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61005373,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,GES J14595625-3351396,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079644,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    ROS      17,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61001836,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,CRTS J150401.8-330656,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,CRTS J150153.6-322710,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204143347846946688,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 51000060,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42012172,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 284-076608,ChemPec*
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    HAR      P,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42011097,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 282-077188,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42008555,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 285-077779,ChemPec*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61005163,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 282-077193,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079806,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42005986,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42008747,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42011285,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7315-1626-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6203978352388057600,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    ROS      22,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,GES J14594724-3351402,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[MLF2018] 23774,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61001892,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7302-2193-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204220244941087104,WhiteDwarf_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079657,Star
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J150354-332116,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    CSH     178,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079745,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 285-077778,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[WAM2017] V44,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,HD 132263,SB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61001370,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42008273,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42012704,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7306-1004-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61002085,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 289-076188,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42009102,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42006214,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[WAM2017] V43,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-076905,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 283-079188,Star
225.12517724860533,-33.131897358647315,11940.68841917433,2MASS J14582313-3344150,YSO_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42007885,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204219042355323904,WhiteDwarf_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42012854,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 12001300,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    HAR      E,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204588439604293504,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6205089473307938304,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 41003380,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61001690,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61000128,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J15004329-3352566,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42007331,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61006218,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    ROS      15,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 41001144,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J14594266-3351599,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 21000688,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  672626,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42010927,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,HD 132040,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 286-077523,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61000144,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    ROS       9,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42006382,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-076895,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 41001607,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J150403-330012,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    ROS      24,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61002302,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 286-077543,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    ROS       6,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 41002104,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 12001359,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204142866815505792,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 62000303,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61000826,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  676270,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42008494,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 41004485,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J150159-322612,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,GES J14592568-3351342,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61002172,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204224260735572992,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,IRAS 15009-3308,FarIR
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J150357-325403,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204588478257790464,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 21002944,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61000245,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 62000110,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 285-077774,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079746,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 41000940,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079628,Star
225.12517724860533,-33.131897358647315,11940.68841917433,CRTS J150408.3-330332,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,GES J15001378-3353439,Star
225.12517724860533,-33.131897358647315,11940.68841917433,1RXS J150243.0-323125,X
225.12517724860533,-33.131897358647315,11940.68841917433,CRTS J150343.6-324626,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42011861,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,GES J15001264-3353465,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J14594123-3352477,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    ROS      18,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7319-323-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 41001009,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6203982612994855552,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 289-076198,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42010713,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,HD 132394,Star
225.12517724860533,-33.131897358647315,11940.68841917433,2MASS J14582104-3230232,LongPeriodV*_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42008391,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    ROS      10,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42010124,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6203985052533357696,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[KC2019] Theia 1288,Association
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7302-2238-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 41004951,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42012327,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204595792588851072,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-076861,Star
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J150254-323232,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,GES J15000911-3354223,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 285-077769,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61003283,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,GES J14595069-3353539,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 289-076301,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-076864,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6205421869417581568,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 283-079167,ChemPec*
225.12517724860533,-33.131897358647315,11940.68841917433,GES J14593328-3353124,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204589852652934272,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J15001382-3354382,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204144241206158080,WhiteDwarf_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,GES J15001660-3354501,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079630,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 62000027,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42013289,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    ROS       4,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 41001656,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61000086,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,GES J14594217-3353588,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J14595436-3354305,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204614351146447488,WhiteDwarf_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7302-1221-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7302-2284-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,CD-31 11633,HighPM*
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  679111,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079606,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 11001198,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 285-077761,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 282-077239,Star
225.12517724860533,-33.131897358647315,11940.68841917433,CD-31 11631,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 62000693,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,GES J15001718-3355215,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[MLF2018] 14395,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J150358-332704,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42006712,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6203976565677558784,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[MLF2018] 14266,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 62000118,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42008963,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,CD-32 10499,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 284-076579,Star
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7302-467-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61000721,Star
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7302-1133-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 41005005,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42009124,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42011701,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 41001292,Star
225.12517724860533,-33.131897358647315,11940.68841917433,CD-33 10211,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[WAM2017] V45,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 289-076269,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J15001248-3355349,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 284-076564,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J14591599-3353147,Star
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J150412-331919,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  670496,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 284-076571,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 289-076141,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 285-077760,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-076862,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 283-079194,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[MLF2018] 12035,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 284-076578,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 289-076208,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J14592896-3354195,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079648,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 284-077406,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42013014,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204590191951279104,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[MLF2018] 14064,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,GES J15000648-3355550,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 41002102,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 285-077754,Star
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J150419-330350,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7319-563-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[MLF2018] 14431,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,CRTS J145728.0-323810,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,CD-32 10487,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 285-077748,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42007983,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[MLF2018] 13793,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[MLF2018] 10647,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 42007297,Star
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7315-948-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7302-1009-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61001236,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-076852,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 12001305,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 284-076572,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J15000822-3356382,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204375035565875072,WhiteDwarf_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61000920,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 61001516,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 62000309,AGB*
225.12517724860533,-33.131897358647315,11940.68841917433,CRTS J145943.5-335555,RotV*
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  691457,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-076892,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[MLF2018] 11730,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,CRTS J145743.6-334236,RotV*
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079643,HighPM*
225.12517724860533,-33.131897358647315,11940.68841917433,GES J15004209-3357006,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6203982063239028864,HighPM*
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204140904010676224,WhiteDwarf_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-076857,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 12001761,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    ROS      27,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 11000467,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 289-076262,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 12002438,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 289-076082,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 289-076085,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204594864875867392,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-077492,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J15005314-3357144,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204666131271192064,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 286-077501,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 289-076096,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 283-079134,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J14594758-3356454,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J15005637-3357155,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    HAR      D,Star
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7306-922-1,HighPM*
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 289-076243,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J14592213-3355363,Star
225.12517724860533,-33.131897358647315,11940.68841917433,HD 132887,Star
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7319-44-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J15001448-3357413,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 11001586,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 283-079173,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[MLF2018] 8953,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 284-076554,Star
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7315-234-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 284-076561,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 12001983,Star
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7315-1332-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  669919,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 289-076043,ChemPec*
225.12517724860533,-33.131897358647315,11940.68841917433,[MLF2018] 10967,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  670525,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 284-076553,Star
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  682567,EmissionG
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  678896,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7319-321-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,2MASX J14581536-3226291,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 289-076143,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    HAR      M,Star
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7319-53-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  669132,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079663,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6205427023378412928,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    HAR      U,Star
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  680607,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6203974362360694784,WhiteDwarf_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 286-077488,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204671968127026176,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 12001646,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[WAM2017] V46,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,GES J14591111-3355472,Star
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J150220-335254,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 289-076299,Star
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  689888,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    HAR      W,Star
225.12517724860533,-33.131897358647315,11940.68841917433,CRTS J150358.6-324224,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,SMSS J150404.55-333137.9,ChemPec*
225.12517724860533,-33.131897358647315,11940.68841917433,GES J14592766-3356587,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J14595285-3358048,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 285-077732,ChemPec*
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 285-077730,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J14592344-3356523,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6203983403269029888,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J150432-330404,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,CD-32 10483,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 11000781,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204348338050622336,HighPM*
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR2 6205468431161578880,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 289-076041,**
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR2 6205468431161579008,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J15005122-3358459,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 286-077477,Star
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  668810,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 283-079165,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079565,Star
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  691790,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    ROS      26,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 289-076238,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J15004923-3358588,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204683994035688064,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 286-077497,Star
225.12517724860533,-33.131897358647315,11940.68841917433,CRTS J145719.5-334018,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,CD-31 11649,Star
225.12517724860533,-33.131897358647315,11940.68841917433,GES J14590826-3356229,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 283-079116,Star
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7302-1809-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079618,ChemPec*
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    HAR      C,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 285-077719,Star
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7319-222-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 284-076537,Star
225.12517724860533,-33.131897358647315,11940.68841917433,HD 132762,Star
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  694500,Galaxy
