RA (deg),Dec (deg),radius,Object Name,Object Type
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204991483633579264,HotSubdwarf_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  683687,EmissionG
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  674670,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,ATO J225.5932-32.7848,Variable*
225.12517724860533,-33.131897358647315,11940.68841917433,SMSS J145810.90-331957.0,ChemPec*
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia 18ctu,CataclyV*_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  688539,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J150024-323619,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204210448122964096,Star
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7302-1758-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-077181,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6205030103979131520,Variable*
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204215395925432960,WhiteDwarf_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7302-2111-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 285-077862,ChemPec*
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204984749121848832,WhiteDwarf_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-077056,Star
225.12517724860533,-33.131897358647315,11940.68841917433,2MASS J15025296-3255208,LongPeriodV*_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7302-685-1,HighPM*
225.12517724860533,-33.131897358647315,11940.68841917433,[WAM2017] V30,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    HAR      F,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 285-078471,SB*
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA 3837856,EmissionG
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 286-077614,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 284-076702,ChemPec*
225.12517724860533,-33.131897358647315,11940.68841917433,[WAM2017] V47,BlueStraggler
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204163272202125056,WhiteDwarf_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204556523705133184,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7302-1417-1,ChemPec*
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 282-077482,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204586824697245568,WhiteDwarf_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 286-077635,Star
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J150301-331930,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,CD-33 10203,LongPeriodV*_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J145817-332657,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  683710,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR2 6204656265726017408,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-077240,**
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR2 6204656304385521408,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204226253600447488,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204163207780798080,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,CD-33 10250,Star
225.12517724860533,-33.131897358647315,11940.68841917433,LEDA  673175,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,HD 131993,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079841,ChemPec*
225.12517724860533,-33.131897358647315,11940.68841917433,2MASS J14574929-3314216,LongPeriodV*_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,CRTS J150047.4-323347,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079818,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204566556749759488,YSO_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,HD 131981,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204636169575998720,WhiteDwarf_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-076985,Star
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7302-2368-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,CD-32 10547,Star
225.12517724860533,-33.131897358647315,11940.68841917433,CRTS J145956.2-334202,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,[WAM2017] V31,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7302-1156-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-077011,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 286-077634,Star
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7302-1213-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6205039857845736064,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7315-1847-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079799,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6205031852028459776,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079906,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079967,Star
225.12517724860533,-33.131897358647315,11940.68841917433,CRTS J150126.0-334158,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-076999,ChemPec*
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 285-077840,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204659602921205760,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 285-077839,Star
225.12517724860533,-33.131897358647315,11940.68841917433,CRTS J150321.6-331258,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 283-079290,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    HAR      T,Star
225.12517724860533,-33.131897358647315,11940.68841917433,SMSS J150217.88-333636.0,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    HAR      H,Star
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J145845-333708,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 283-079304,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079941,Star
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7315-888-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    HAR      J,Star
225.12517724860533,-33.131897358647315,11940.68841917433,CRTS J145800.8-324814,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204553603127350400,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079987,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079828,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    HAR      V,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    HAR      Q,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079950,Star
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J150300-332801,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-076927,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204221069579951872,HighPM*
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6205415306706377856,WhiteDwarf_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,CRTS J145939.4-323152,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,CD-32 10543,LongPeriodV*_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6205407820583007104,HotSubdwarf_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6205405479822321408,WhiteDwarf_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 284-076657,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 32004263,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,CD-32 10495,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 286-077590,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 31003802,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7315-1777-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-076935,Star
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7315-855-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079789,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6205415787747129088,WhiteDwarf_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6205407167747976960,HighPM*
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 284-076645,Star
225.12517724860533,-33.131897358647315,11940.68841917433,HD 132395,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-080008,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204168907197656320,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-076921,Star
225.12517724860533,-33.131897358647315,11940.68841917433,HVC 332.1+23.0+175,HVCld
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 31002528,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 284-076644,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Cl* NGC 5824    ROS      25,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204158809729402752,WhiteDwarf_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204555694773252992,WhiteDwarf
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 71000270,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 287-076972,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079742,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 283-079302,Star
225.12517724860533,-33.131897358647315,11940.68841917433,OHIO Q -399,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J145734-325558,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 286-077583,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 32004840,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,CD-32 10564,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 52005984,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,6dFGS gJ150051.6-334629,Galaxy
225.12517724860533,-33.131897358647315,11940.68841917433,GALAH 160403005201044,LongPeriodV*_Candidate
225.12517724860533,-33.131897358647315,11940.68841917433,CD-33 10224,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204365552278741504,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6205035223580214528,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,CD-32 10494,Star
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J150303-333005,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204606826362560128,HighPM*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 72005025,Star
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 288-079836,Star
225.12517724860533,-33.131897358647315,11940.68841917433,IRAS 14564-3218,FarIR
225.12517724860533,-33.131897358647315,11940.68841917433,NVSS J150304-324555,Radio
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 286-077577,Star
225.12517724860533,-33.131897358647315,11940.68841917433,CRTS J145836.4-323633,RRLyrae
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7302-2318-1,Star
225.12517724860533,-33.131897358647315,11940.68841917433,TYC 7306-146-1,HighPM*
225.12517724860533,-33.131897358647315,11940.68841917433,UCAC4 283-079303,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 52008393,Star
225.12517724860533,-33.131897358647315,11940.68841917433,Gaia DR3 6204977739737581952,Star
225.12517724860533,-33.131897358647315,11940.68841917433,CD-32 10500,Star
225.12517724860533,-33.131897358647315,11940.68841917433,CRTS J145723.8-331455,EclBin
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 51003742,Star
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 51000220,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 31003079,RGB*
225.12517724860533,-33.131897358647315,11940.68841917433,HD 132262,**
225.12517724860533,-33.131897358647315,11940.68841917433,[DHS2014] 72004371,Star
