Plate ID, Date, RA_CTR, DEC_CTR
a04194, 1899-12-12T03:28:48Z, 78.486647, -52.649242
a15539, 1931-07-23T19:00:28.8Z, 271.584044, -39.106922
a16732, NA, NA, NA
a05194, 1901-05-22T03:51:50.4Z, 188.714403, -8.132536
a14638, 1930-03-28T23:55:40.8Z, 185.698114, 2.37696
a12356, 1923-05-03T00:41:45.6Z, 137.954427, -64.697659
a07917, 1906-08-01T00:46:04.8Z, 240.810313, 24.67111
a00048, 1893-11-27T03:01:26.4Z, 57.028489, 23.844819
a19720, 1937-08-30T21:40:19.2Z, 311.064812, -4.786308
a10843, 1914-04-05T01:33:36Z, 108.145598, -35.294988
a13967, 1926-08-11T04:46:33.6Z, 311.932721, -52.809837
a18645, 1936-06-24T22:56:38.4Z, 242.220329, -60.460237
a06323, 1903-03-31T07:40:48Z, 268.7134, -41.655218
a13602, 1925-10-28T09:28:48Z, 99.936625, -61.47725
a08100, 1906-09-18T04:10:33.6Z, 346.210088, 15.517724
a03697, 1899-07-09T04:07:40.8Z, 304.529509, -37.336897
a11341, 1915-08-14T01:12:00Z, 257.817972, -15.117501
a04025, 1899-10-11T01:49:26.4Z, 337.152788, -62.194176
a07190, NA, NA, NA
a11211, 1915-05-16T03:23:02.4Z, 180.949881, -45.013364
a06707, 1904-05-03T01:17:45.6Z, 206.464055, -30.719003
a01802, 1896-05-30T03:28:48Z, 223.363376, -3.020634
a15694, 1931-08-20T17:09:36Z, 273.411225, -22.521971
a10909, 1914-05-31T03:08:38.4Z, 185.185987, -75.656687
a04585, NA, NA, NA
a14290, 1929-10-21T19:10:33.6Z, 340.961173, -24.536864
a00607, NA, NA, NA
a14545, 1930-02-06T01:45:07.2Z, 225.890626, -50.25839
a18109, NA, NA, NA
a02832, 1897-10-16T01:24:57.6Z, 313.39331, 32.68176
a16227, 1932-09-09T22:53:45.6Z, 15.559066, -31.87713
a01682, 1895-09-14T05:08:09.6Z, 303.25557, 37.566446
a09181, 1909-04-26T03:38:52.8Z, 163.490828, -30.451055
a15588, 1931-08-08T03:05:45.6Z, 13.485733, -72.622974
a17793, 1935-07-07T16:55:12Z, 215.95282, -51.939577
a10303, 1910-10-01T08:05:16.8Z, 45.996826, -72.33695
a01656, 1895-09-13T01:35:02.4Z, 283.237285, 42.448743
a18775, 1936-08-10T01:52:19.2Z, 314.177417, -42.8681
a19178, 1937-03-17T17:54:14.4Z, 140.2927, -60.873557
a01966, 1896-08-02T02:18:14.4Z, 247.125589, -47.762975
a06506, 1903-08-16T02:31:12Z, 283.986861, -2.329229
a18339, 1936-03-17T22:50:52.8Z, 213.946934, 12.538875
a19056, 1937-01-08T19:56:38.4Z, 113.374696, -47.661907
a17721, 1935-06-21T19:37:55.2Z, 205.68375, 19.382053
a17202, 1934-10-15T21:04:19.2Z, 19.371709, 7.914869
a19456, 1937-06-12T02:44:09.6Z, 276.676477, -54.846502
a08525, 1907-10-16T02:28:19.2Z, 1.794787, -69.679577
a18623, 1936-06-19T02:21:07.2Z, 300.95766, 15.330766
a14443, 1930-01-01T19:33:36Z, 95.246622, -62.495443
a16320, 1932-12-29T21:36:00Z, 113.601499, -37.640879
a05032, 1901-03-16T01:24:57.6Z, 97.275322, 9.805644
a06195, 1902-10-12T00:46:04.8Z, 349.069721, -17.053732
a10007, 1909-12-08T03:10:04.8Z, 31.986704, -14.612974
a19092, 1937-02-02T23:28:19.2Z, 191.366062, -62.611059
a02924, 1897-12-19T03:31:40.8Z, 50.898104, -62.417545
a04226, 1900-03-02T06:36:00Z, 149.457637, -48.39924
a03883, 1899-08-19T02:34:04.8Z, 308.615993, 37.870119
a04146, 1899-11-22T00:21:36Z, 18.93989, 22.915692
a06776, 1904-06-21T09:11:31.2Z, 26.019934, -66.97699
a03383, 1898-11-03T01:37:55.2Z, 29.364359, -42.142586
a19151, 1937-03-06T02:55:40.8Z, 213.742988, 6.939639
a19748, 1937-09-06T20:34:04.8Z, 323.979787, 27.827623
a11557, 1916-08-29T03:57:36Z, 289.485776, -32.617405
a02272, 1897-05-11T02:42:43.2Z, 243.679848, -2.787017
a07791, 1906-07-03T02:54:14.4Z, 252.367833, -65.460131
a15791, 1931-10-08T00:05:45.6Z, 68.764743, -4.919351
a16399, 1933-03-17T23:45:36Z, 169.257834, -27.734718
a10727, 1913-06-27T09:08:38.4Z, 301.247949, -45.213723
a01023, 1894-10-11T06:47:31.2Z, 28.866401, 47.416824
a03571, NA, NA, NA
a04509, NA, NA, NA
a16417, 1933-03-28T23:05:16.8Z, 173.65196, -55.316438
a00919, 1894-09-29T01:53:45.6Z, 328.272393, 12.985219
a17626, 1935-06-10T16:55:12Z, 191.039635, -62.538088
a12810, 1923-10-29T00:44:38.4Z, 286.678174, -37.148839
a08191, NA, NA, NA
a04080, 1899-10-24T06:15:50.4Z, 28.555416, -42.151323
a16601, 1933-09-24T18:20:09.6Z, 324.109299, -27.124479
a03987, 1899-09-29T01:00:28.8Z, 16.095142, -70.387755
a06093, NA, NA, NA
a17074, 1934-08-10T18:11:31.2Z, 286.522939, -39.967882
a12154, 1922-08-24T04:58:04.8Z, 14.013369, -72.637308
a00641, NA, NA, NA
a02522, 1897-07-03T02:24:00Z, 209.091899, -63.214132
a04322, 1900-04-22T07:53:45.6Z, 228.517827, 22.378191
a12095, 1922-07-26T00:28:48Z, 285.117037, -13.363815
a04821, 1900-10-24T00:04:19.2Z, 268.351705, -26.642218
a06789, 1904-07-01T00:23:02.4Z, 183.826992, 6.771769
a06321, 1903-03-30T05:45:36Z, 268.751502, -41.877068
a06240, 1902-11-19T04:26:24Z, 38.678702, -2.164101
a02208, NA, NA, NA
a15316, 1931-04-24T18:54:43.2Z, 181.086427, -50.657771
a10237, 1910-08-15T07:59:31.2Z, 351.967846, -30.024501
a09393, 1909-06-20T07:19:12Z, 276.484903, -20.116617
a12708, 1923-09-30T00:56:09.6Z, 284.829091, -37.198575
a05265, 1901-05-29T08:57:07.2Z, 299.882236, -62.344287
a19913, 1938-01-15T01:36:58.3Z, 166.446373, 14.757647
a01280, 1895-01-30T05:36:57.6Z, 129.364808, 19.993103
a04266, 1900-04-04T02:55:40.8Z, 149.046037, -58.136437
a11237, 1915-05-31T00:14:24Z, 140.972767, -34.850399
a19377, 1937-05-18T01:17:45.6Z, 312.228964, -15.023708
a09674, NA, NA, NA
a11873, NA, NA, NA
a14907, 1930-08-25T20:38:24Z, 338.755564, -27.305976
a01520, 1895-07-13T03:10:04.8Z, 275.335773, 57.305421
a12332, 1923-04-22T02:08:09.6Z, 140.146857, -64.415442
a07038, 1904-11-13T02:57:07.2Z, 54.137678, -12.08792
a08100, 1906-09-18T04:10:33.6Z, 346.210088, 15.517724
a15886, 1932-01-10T18:40:19.2Z, 88.377552, -17.478778
a09475, 1909-06-29T23:49:55.2Z, 185.992526, 4.347389
a05641, NA, NA, NA
a05005, 1901-02-03T00:54:43.2Z, 59.697673, 23.857068
a00953, 1894-10-02T07:07:40.8Z, 28.367736, -2.464097
a14583, 1930-02-28T02:15:21.6Z, 211.160701, -30.21522
a18916, 1936-09-18T20:57:07.2Z, 351.184375, -49.838094
a14031, 1926-09-08T00:34:33.6Z, 256.147885, -38.807218
a01891, 1896-07-07T04:10:33.6Z, 298.315905, 22.973743
a17209, 1934-10-16T21:12:57.6Z, 54.678098, -32.367645
a16371, 1933-03-07T00:01:26.4Z, 175.849463, -73.259259
a07385, 1905-07-06T09:08:38.4Z, 358.749445, 32.829407
a11884, 1920-06-09T00:05:45.6Z, 152.595298, -45.404518
a13557, 1925-09-25T05:41:16.8Z, 13.231168, -72.558502
a13234, 1925-05-13T23:26:52.8Z, 124.639156, -34.456676
a18655, 1936-06-25T23:49:55.2Z, 274.016788, -26.530726
a18278, 1936-02-19T21:11:31.2Z, 163.086677, 7.234819
a15968, 1932-04-04T18:40:19.2Z, 163.589256, -27.947596
a12570, 1923-08-05T02:09:36Z, 276.157972, -24.36527
a03330, 1898-10-13T02:19:40.8Z, 14.087043, -52.388342
a07341, 1905-06-09T01:00:28.8Z, 228.775297, -18.059104
a08993, NA, NA, NA
a05630, 1901-09-06T02:35:31.2Z, 259.675653, -42.708076
